SBS HSC	SBS 46	SBSn 1	SBS45	SBSn 2	SBS36
0.0	0.29411764705882354	0.14705882352941177	0.0	0.49264705882352944	0.0661764705882353
0.0	0.6765375854214123	0.0	0.05466970387243736	0.26879271070615035	0.0
0.0	0.4161073825503356	0.0	0.0	0.5033557046979866	0.08053691275167785
0.0	0.30303030303030304	0.21212121212121213	0.1590909090909091	0.20454545454545456	0.12121212121212122
0.0	0.4479166666666667	0.0	0.08854166666666667	0.4635416666666667	0.0
0.0	0.3629032258064516	0.0	0.056451612903225805	0.5806451612903226	0.0
0.0	0.46788990825688076	0.2018348623853211	0.05504587155963303	0.27522935779816515	0.0
0.0	0.5963302752293578	0.0	0.09174311926605505	0.21100917431192662	0.10091743119266056
0.0	0.6722222222222223	0.0	0.07222222222222222	0.25555555555555554	0.0
0.0	0.46017699115044247	0.0	0.09734513274336283	0.4424778761061947	0.0
0.0	0.0	0.0	0.10996563573883161	0.6116838487972509	0.27835051546391754
0.0	0.3769230769230769	0.0	0.1641025641025641	0.24102564102564103	0.21794871794871795
0.0	0.3787878787878788	0.23737373737373738	0.0	0.3181818181818182	0.06565656565656566
0.0	0.0	0.0	1.0	0.0	0.0
0.0	0.31756756756756754	0.0	0.10135135135135136	0.41216216216216217	0.16891891891891891
0.0	0.7017543859649122	0.0	0.0	0.2982456140350877	0.0
0.0	0.4732142857142857	0.0	0.0625	0.4642857142857143	0.0
0.0	0.46551724137931033	0.0	0.07758620689655173	0.45689655172413796	0.0
0.0	0.32407407407407407	0.2037037037037037	0.046296296296296294	0.42592592592592593	0.0
0.0	0.32989690721649484	0.0	0.08762886597938144	0.4536082474226804	0.12886597938144329
0.0	0.542713567839196	0.0	0.06532663316582915	0.39195979899497485	0.0
0.0	0.5502645502645502	0.0	0.05291005291005291	0.30423280423280424	0.09259259259259259
0.0	0.45132743362831856	0.0	0.07079646017699115	0.39823008849557523	0.07964601769911504
0.0	0.6345514950166113	0.0	0.06976744186046512	0.2956810631229236	0.0
0.0	0.42953020134228187	0.0	0.0738255033557047	0.4966442953020134	0.0
0.0	0.42857142857142855	0.19727891156462585	0.0	0.3741496598639456	0.0
0.0	0.37888198757763975	0.0	0.45962732919254656	0.0	0.16149068322981366
0.0	0.5929203539823009	0.0	0.0	0.40707964601769914	0.0
0.0	0.210896309314587	0.0	0.6467486818980668	0.0	0.14235500878734622
0.0	0.42735042735042733	0.0	0.10256410256410256	0.4700854700854701	0.0
0.0	0.3629032258064516	0.20967741935483872	0.0	0.27419354838709675	0.1532258064516129
0.0	0.2116991643454039	0.0	0.637883008356546	0.0	0.15041782729805014
0.0	0.5403225806451613	0.0	0.0	0.3467741935483871	0.11290322580645161
0.0	0.49122807017543857	0.0	0.0	0.39473684210526316	0.11403508771929824
0.0	0.23684210526315788	0.0	0.11578947368421053	0.39473684210526316	0.25263157894736843
0.0	0.55	0.0	0.08125	0.36875	0.0
0.0	0.6564102564102564	0.0	0.09230769230769231	0.2512820512820513	0.0
0.0	0.3436123348017621	0.0	0.1277533039647577	0.4008810572687225	0.1277533039647577
0.0	0.5297619047619048	0.0	0.125	0.34523809523809523	0.0
0.0	0.2717391304347826	0.0	0.07608695652173914	0.6521739130434783	0.0
0.0	0.5962732919254659	0.0	0.08074534161490683	0.32298136645962733	0.0
0.0	0.3684210526315789	0.0	0.14035087719298245	0.3508771929824561	0.14035087719298245
0.0	0.47613065326633164	0.0	0.0	0.5238693467336684	0.0
0.0	0.525	0.0	0.0	0.475	0.0
0.0	0.6422764227642277	0.0	0.08130081300813008	0.2764227642276423	0.0
0.0	0.3141891891891892	0.30743243243243246	0.06418918918918919	0.3141891891891892	0.0
0.0	0.5627906976744186	0.0	0.07286821705426356	0.23255813953488372	0.13178294573643412
0.0	0.0	0.0	0.3712121212121212	0.0	0.6287878787878788
0.0	0.4186046511627907	0.0	0.32170542635658916	0.2596899224806202	0.0
0.0	0.4954954954954955	0.0	0.16216216216216217	0.34234234234234234	0.0
0.0	0.45714285714285713	0.0	0.07142857142857142	0.4714285714285714	0.0
0.0	0.43670886075949367	0.0	0.0	0.3860759493670886	0.17721518987341772
0.0	0.0	0.0	0.6666666666666666	0.0	0.3333333333333333
0.0	0.5467625899280576	0.1510791366906475	0.0	0.23741007194244604	0.06474820143884892
0.0	0.38738738738738737	0.0	0.07207207207207207	0.5405405405405406	0.0
0.0	0.2803738317757009	0.0	0.18691588785046728	0.4485981308411215	0.08411214953271028
0.0	0.28695652173913044	0.0	0.16521739130434782	0.5478260869565217	0.0
0.0	0.39344262295081966	0.0	0.3442622950819672	0.26229508196721313	0.0
0.0	0.45384615384615384	0.2076923076923077	0.038461538461538464	0.3	0.0
0.0	0.0	0.0	0.3245469522240527	0.0	0.6754530477759473
0.0	0.2847222222222222	0.0	0.4074074074074074	0.0	0.30787037037037035
0.0	0.3027027027027027	0.31891891891891894	0.0	0.3027027027027027	0.07567567567567568
0.0	0.4788732394366197	0.2887323943661972	0.0	0.2323943661971831	0.0
0.0	0.46534653465346537	0.24752475247524752	0.0	0.2871287128712871	0.0
0.0	0.0	0.0	0.36009732360097324	0.0	0.6399026763990268
0.0	0.5379310344827586	0.2413793103448276	0.0	0.2206896551724138	0.0
0.0	0.46987951807228917	0.0	0.07228915662650602	0.4578313253012048	0.0
0.0	0.36153846153846153	0.0	0.09230769230769231	0.3230769230769231	0.2230769230769231
0.0	0.3170731707317073	0.0	0.06504065040650407	0.3821138211382114	0.23577235772357724
0.0	0.6009389671361502	0.0	0.13615023474178403	0.26291079812206575	0.0
0.0	0.47368421052631576	0.0	0.12030075187969924	0.24561403508771928	0.16040100250626566
0.0	0.5985915492957746	0.0	0.07276995305164319	0.22065727699530516	0.107981220657277
0.0	0.6468531468531469	0.0	0.055944055944055944	0.2972027972027972	0.0
0.0	0.3460410557184751	0.0	0.05278592375366569	0.5219941348973607	0.07917888563049853
0.0	0.45103092783505155	0.0	0.07474226804123711	0.3479381443298969	0.12628865979381443
0.0	0.5086705202312138	0.0	0.06358381502890173	0.3063583815028902	0.12138728323699421
0.0	0.37209302325581395	0.0	0.11627906976744186	0.5116279069767442	0.0
0.0	0.5391304347826087	0.0	0.0	0.4608695652173913	0.0
0.0	0.6033057851239669	0.0	0.0	0.39669421487603307	0.0
0.0	0.48672566371681414	0.0	0.0	0.5132743362831859	0.0
0.0	0.4967741935483871	0.0	0.09032258064516129	0.32903225806451614	0.08387096774193549
0.0	0.46153846153846156	0.17482517482517482	0.0	0.2727272727272727	0.09090909090909091
0.0	0.2174721189591078	0.29739776951672864	0.12639405204460966	0.1579925650557621	0.20074349442379183
0.0	0.375	0.16071428571428573	0.05357142857142857	0.4107142857142857	0.0
0.0	0.6103896103896104	0.0	0.0	0.38961038961038963	0.0
0.0	0.5572916666666666	0.0	0.07291666666666667	0.3697916666666667	0.0
0.0	0.3036649214659686	0.17801047120418848	0.13612565445026178	0.20418848167539266	0.17801047120418848
0.0	0.5133333333333333	0.0	0.10666666666666667	0.38	0.0
0.0	0.2822085889570552	0.0	0.08588957055214724	0.38650306748466257	0.24539877300613497
0.0	0.3780487804878049	0.1951219512195122	0.052845528455284556	0.16260162601626016	0.21138211382113822
0.0	0.3930635838150289	0.19653179190751446	0.0	0.3179190751445087	0.09248554913294797
0.0	0.3105590062111801	0.0	0.36645962732919257	0.0	0.32298136645962733
0.0	0.4	0.2608695652173913	0.06956521739130435	0.2	0.06956521739130435
0.0	0.42592592592592593	0.18518518518518517	0.07407407407407407	0.2037037037037037	0.1111111111111111
0.0	0.6386554621848739	0.0	0.06722689075630252	0.29411764705882354	0.0
0.0	0.36585365853658536	0.0	0.06504065040650407	0.4796747967479675	0.08943089430894309
0.0	0.33497536945812806	0.0	0.059113300492610835	0.4088669950738916	0.19704433497536947
0.0	0.5631067961165048	0.0	0.0	0.3106796116504854	0.1262135922330097
0.0	0.6307692307692307	0.33076923076923076	0.038461538461538464	0.0	0.0
0.0	0.4061855670103093	0.0	0.05154639175257732	0.5422680412371134	0.0
0.0	0.43564356435643564	0.32673267326732675	0.07920792079207921	0.15841584158415842	0.0
0.0	0.488	0.0	0.136	0.376	0.0
0.0	0.7706422018348624	0.0	0.0	0.22935779816513763	0.0
0.0	0.0	0.8170731707317073	0.03484320557491289	0.1480836236933798	0.0
0.0	0.5286343612334802	0.0	0.0	0.3832599118942731	0.0881057268722467
0.0	0.33112582781456956	0.2185430463576159	0.046357615894039736	0.304635761589404	0.09933774834437085
0.0	0.5309734513274337	0.0	0.0	0.4690265486725664	0.0
0.0	0.4276729559748428	0.0	0.1949685534591195	0.2389937106918239	0.13836477987421383
0.0	0.4028776978417266	0.0	0.08633093525179857	0.5107913669064749	0.0
0.0	0.49230769230769234	0.0	0.06153846153846154	0.4461538461538462	0.0
0.0	0.36666666666666664	0.0	0.06666666666666667	0.5666666666666667	0.0
0.0	0.33865814696485624	0.24281150159744408	0.07348242811501597	0.3450479233226837	0.0
0.0	0.392	0.0	0.112	0.4	0.096
0.0	0.448	0.0	0.056	0.496	0.0
0.0	0.42276422764227645	0.1951219512195122	0.04878048780487805	0.3333333333333333	0.0
0.0	0.16167664670658682	0.16766467065868262	0.31137724550898205	0.23652694610778444	0.12275449101796407
0.0	0.608	0.256	0.0	0.136	0.0
0.0	0.47953216374269003	0.0	0.0	0.4269005847953216	0.0935672514619883
0.0	0.2676767676767677	0.30303030303030304	0.09090909090909091	0.3383838383838384	0.0
0.0	0.4344262295081967	0.0	0.09016393442622951	0.47540983606557374	0.0
0.0	0.5425531914893617	0.0	0.06382978723404255	0.2712765957446808	0.12234042553191489
0.0	0.5038167938931297	0.0	0.12213740458015267	0.2824427480916031	0.0916030534351145
0.0	0.42748091603053434	0.0	0.29770992366412213	0.17557251908396945	0.09923664122137404
0.0	0.3119266055045872	0.2018348623853211	0.0	0.4036697247706422	0.08256880733944955
0.0	0.6330275229357798	0.0	0.0	0.3669724770642202	0.0
0.0	0.46875	0.0	0.125	0.40625	0.0
0.0	0.33070866141732286	0.0	0.05511811023622047	0.6141732283464567	0.0
0.0	0.4263565891472868	0.0	0.14728682170542637	0.4263565891472868	0.0
0.0	0.4368932038834951	0.0	0.13592233009708737	0.42718446601941745	0.0
0.0	0.3	0.30833333333333335	0.1	0.2916666666666667	0.0
0.0	0.5225225225225225	0.0	0.0990990990990991	0.3783783783783784	0.0
0.0	0.48936170212765956	0.0	0.09929078014184398	0.2695035460992908	0.14184397163120568
0.0	0.5058139534883721	0.0	0.0	0.4186046511627907	0.0755813953488372
0.0	0.7610062893081762	0.0	0.0	0.2389937106918239	0.0
0.0	0.6014234875444839	0.0	0.05338078291814947	0.24555160142348753	0.099644128113879
0.0	0.37735849056603776	0.0	0.12264150943396226	0.36792452830188677	0.1320754716981132
0.0	0.4765625	0.0	0.09375	0.34375	0.0859375
0.0	0.24127906976744187	0.0	0.438953488372093	0.0	0.31976744186046513
0.0	0.5192307692307693	0.0	0.07692307692307693	0.40384615384615385	0.0
0.0	0.3448275862068966	0.0	0.05517241379310345	0.6	0.0
0.0	0.6545454545454545	0.0	0.10909090909090909	0.23636363636363636	0.0
0.0	0.6907216494845361	0.0	0.05670103092783505	0.25257731958762886	0.0
0.0	0.6090909090909091	0.0	0.08181818181818182	0.3090909090909091	0.0
0.0	0.5378151260504201	0.2605042016806723	0.0	0.20168067226890757	0.0
0.0	0.5784313725490197	0.0	0.0	0.4215686274509804	0.0
